year,marathon,country,finishers,mean_time
2011,"Timp Trail Marathon
  and 1/2 Marathon",US,84,365.57
2012,"Timp Trail Marathon
  and 1/2 Marathon",US,88,363.65
2013,"Timp Trail Marathon
  and 1/2 Marathon",US,70,362.53
2011,"Tin Cup Challenge
  Marathon",US,11,265.32
2012,"Tin Cup Challenge
  Marathon",US,37,269.67
2010,Tobacco Road Marathon,US,708,253.65
2011,Tobacco Road Marathon,US,1024,253.56
2012,Tobacco Road Marathon,US,972,261.53
2013,Tobacco Road Marathon,US,823,259.91
2004,Tongass Marathon,US,14,273.84
2000,Top of Utah Marathon,US,1172,262.09
2001,Top of Utah Marathon,US,1290,258.39
2002,Top of Utah Marathon,US,1132,261.51
2003,Top of Utah Marathon,US,1315,260.03
2004,Top of Utah Marathon,US,1572,273.74
2005,Top of Utah Marathon,US,1513,266.65
2006,Top of Utah Marathon,US,1566,262.47
2007,Top of Utah Marathon,US,1519,266.13
2008,Top of Utah Marathon,US,1718,269.57
2009,Top of Utah Marathon,US,2039,268.29
2010,Top of Utah Marathon,US,1845,263.5
2011,Top of Utah Marathon,US,1831,262.12
2012,Top of Utah Marathon,US,1495,264.55
2013,Top of Utah Marathon,US,908,266.54
2002,Toronto Marathon,Canada,1751,239.3
2003,Toronto Marathon,Canada,1899,241.84
2004,Toronto Marathon,Canada,1957,244.84
2005,Toronto Marathon,Canada,1456,242.14
2006,Toronto Marathon,Canada,1584,248.04
2007,Toronto Marathon,Canada,1748,249.26
2008,Toronto Marathon,Canada,1677,246.48
2009,Toronto Marathon,Canada,1896,246.99
2010,Toronto Marathon,Canada,1941,250.12
2011,Toronto Marathon,Canada,1261,248.63
2013,Toronto Marathon,Canada,1637,252.35
2000,"Toronto Waterfront
  Marathon",Canada,470,235.11
2001,"Toronto Waterfront
  Marathon",Canada,555,239.17
2002,"Toronto Waterfront
  Marathon",Canada,583,245.09
2003,"Toronto Waterfront
  Marathon",Canada,731,237.91
2004,"Toronto Waterfront
  Marathon",Canada,1460,243.32
2005,"Toronto Waterfront
  Marathon",Canada,1713,244.73
2006,"Toronto Waterfront
  Marathon",Canada,1842,253.37
2007,"Toronto Waterfront
  Marathon",Canada,2042,251.99
2008,"Toronto Waterfront
  Marathon",Canada,2458,255.25
2009,"Toronto Waterfront
  Marathon",Canada,2846,256.53
2010,"Toronto Waterfront
  Marathon",Canada,2674,250
2011,"Toronto Waterfront
  Marathon",Canada,3860,253.07
2012,"Toronto Waterfront
  Marathon",Canada,3253,256.78
2013,"Toronto Waterfront
  Marathon",Canada,3591,251.95
2004,Townsville Marathon,Ireland,67,234.49
2005,Townsville Marathon,Ireland,87,238.54
2006,Townsville Marathon,Australia,71,234.2
2007,Townsville Marathon,Australia,56,241.66
2008,Townsville Marathon,Australia,75,242.72
2009,Townsville Marathon,Australia,73,236.59
2010,Townsville Marathon,Australia,101,237.64
2011,Townsville Marathon,Australia,133,245.32
2012,Townsville Marathon,Australia,137,241.28
2013,Townsville Marathon,Australia,124,245.51
2000,Towpath Marathon,US,358,245.51
2001,Towpath Marathon,US,446,253.7
2002,Towpath Marathon,US,370,250.5
2003,Towpath Marathon,US,421,261.07
2004,Towpath Marathon,US,411,254.56
2005,Towpath Marathon,US,370,253.59
2006,Towpath Marathon,US,354,256.07
2007,Towpath Marathon,US,380,263.83
2008,Towpath Marathon,US,385,253.55
2009,Towpath Marathon,US,487,252.78
2010,Towpath Marathon,US,600,261.37
2011,Towpath Marathon,US,467,260.33
2012,Towpath Marathon,US,429,259.38
2000,Trail Marathon,US,354,278.27
2001,Trail Marathon,US,137,279.34
2002,Trail Marathon,US,153,289.68
2003,Trail Marathon,US,141,290.93
2004,Trail Marathon,US,149,286.63
2005,Trail Marathon,US,118,287.27
2006,Trail Marathon,US,172,288.55
2007,Trail Marathon,US,203,289.66
2008,Trail Marathon,US,196,294.18
2009,Trail Marathon,US,182,310.25
2010,Trail Marathon,US,165,292.65
2011,Trail Marathon,US,181,303.32
2012,Trail Marathon,US,176,314.94
2013,Trail Marathon,US,106,320.34
2000,Trailbreaker Marathon,US,100,256.9
2001,Trailbreaker Marathon,US,111,257.95
2002,Trailbreaker Marathon,US,131,261.28
2003,Trailbreaker Marathon,US,153,254.71
2004,Trailbreaker Marathon,US,163,255.1
2005,Trailbreaker Marathon,US,129,258.42
2006,Trailbreaker Marathon,US,166,262.35
2007,Trailbreaker Marathon,US,167,259.89
2009,Trailbreaker Marathon,US,85,249.21
2010,Trailbreaker Marathon,US,113,249.56
2011,Trailbreaker Marathon,US,120,260.84
2012,Trailbreaker Marathon,US,146,259.67
2013,Trailbreaker Marathon,US,184,257.88
2008,Trapline Marathon,Canada,13,246.28
2009,Trapline Marathon,Canada,17,251.51
2010,Trapline Marathon,Canada,23,257.72
2011,Trapline Marathon,Canada,15,249.47
2012,Trapline Marathon,Canada,28,246.5
2013,Trapline Marathon,Canada,38,243.14
2001,Traralgon Marathon,US,47,218.74
2002,Traralgon Marathon,US,64,223.52
2003,Traralgon Marathon,US,67,223.92
2004,Traralgon Marathon,US,53,220.61
2005,Traralgon Marathon,US,41,221.09
2006,Traralgon Marathon,Canada,46,223.42
2007,Traralgon Marathon,Canada,48,226.73
2009,Traralgon Marathon,Canada,37,233.71
2010,Traralgon Marathon,Canada,65,232.06
2011,Traralgon Marathon,Canada,36,232.63
2013,Traralgon Marathon,Canada,120,234.59
2005,Treherne Marathon,US,37,248.14
2006,Treherne Marathon,Canada,49,254.75
2007,Treherne Marathon,Canada,40,265.49
2008,Treherne Marathon,Canada,33,248.49
2009,Treherne Marathon,Canada,45,256.94
2010,Treherne Marathon,Canada,57,258.85
2011,Treherne Marathon,Canada,35,257.32
2012,Treherne Marathon,Canada,24,259.01
2006,Tresco Marathon,England,108,265.11
2007,Tresco Marathon,England,104,270.35
2008,Tresco Marathon,England,125,268.48
2009,Tresco Marathon,England,98,279.83
2001,"Trestle Valley
  Marathon",US,59,268.05
2002,"Trestle Valley
  Marathon",US,44,274.66
2003,"Trestle Valley
  Marathon",US,43,252.37
2004,"Trestle Valley
  Marathon",US,55,260.71
2005,"Trestle Valley
  Marathon",US,52,271.08
2006,"Trestle Valley
  Marathon",US,56,247.94
2007,"Trestle Valley
  Marathon",US,62,266.15
2008,"Trestle Valley
  Marathon",US,51,263.88
2009,"Trestle Valley
  Marathon",US,24,246.84
2010,"Trestle Valley
  Marathon",US,25,256.21
2000,Tri-Cities Marathon,US,128,230.32
2001,Tri-Cities Marathon,US,93,238.66
2002,Tri-Cities Marathon,US,89,241.61
2003,Tri-Cities Marathon,US,120,248.47
2004,Tri-Cities Marathon,US,153,248.97
2005,Tri-Cities Marathon,US,131,249.43
2006,Tri-Cities Marathon,US,156,257
2007,Tri-Cities Marathon,US,147,250.27
2008,Tri-Cities Marathon,US,187,254.63
2009,Tri-Cities Marathon,US,233,247.5
2010,Tri-Cities Marathon,US,257,254.81
2011,Tri-Cities Marathon,US,222,252.08
2012,Tri-Cities Marathon,US,177,242.66
2013,Tri-Cities Marathon,US,200,257.14
2002,Tri-State Marathon,US,86,259.31
2004,Tri-State Marathon,US,175,252.99
2005,Tri-State Marathon,US,137,247.84
2003,"Triple Crown Trail
  Marathon",US,181,349.22
2004,"Triple Crown Trail
  Marathon",US,88,320.54
2005,"Triple Crown Trail
  Marathon",US,75,342.27
2006,"Triple Crown Trail
  Marathon",US,95,312.84
2007,"Triple Crown Trail
  Marathon",US,119,315.98
2008,"Triple Crown Trail
  Marathon",US,118,319.93
2009,"Triple Crown Trail
  Marathon",US,104,331.79
2010,"Triple Crown Trail
  Marathon",US,92,317.38
2011,"Triple Crown Trail
  Marathon",US,81,304.14
2012,"Triple Crown Trail
  Marathon",US,102,321.82
2013,"Triple Crown Trail
  Marathon",US,94,323.97
2006,"Triple Lakes Trail
  Race",US,87,316.09
2007,"Triple Lakes Trail
  Race",US,96,315.28
2008,"Triple Lakes Trail
  Race",US,55,281.96
2009,"Triple Lakes Trail
  Race",US,110,288.27
2010,"Triple Lakes Trail
  Race",US,92,276.43
2011,"Triple Lakes Trail
  Race",US,86,281.62
2012,"Triple Lakes Trail
  Race",US,88,281.04
2013,"Triple Lakes Trail
  Race",US,116,305.98
2000,Tucson Marathon,US,1408,243.8
2001,Tucson Marathon,US,1683,246.38
2002,Tucson Marathon,US,1602,242.56
2003,Tucson Marathon,US,1230,249.95
2004,Tucson Marathon,US,1005,247.28
2005,Tucson Marathon,US,1049,243.11
2006,Tucson Marathon,US,1149,245.44
2007,Tucson Marathon,US,1027,245.84
2008,Tucson Marathon,US,1005,246.15
2009,Tucson Marathon,US,1246,254.42
2010,Tucson Marathon,US,1075,264.36
2011,Tucson Marathon,US,971,252.27
2012,Tucson Marathon,US,1051,253.25
2013,Tucson Marathon,US,893,257.74
2006,"Tulsa Route 66
  Marathon",US,1251,272
2007,"Tulsa Route 66
  Marathon",US,1056,266.3
2008,"Tulsa Route 66
  Marathon",US,1006,267.09
2009,"Tulsa Route 66
  Marathon",US,1222,271.93
2010,"Tulsa Route 66
  Marathon",US,1251,272
2011,"Tulsa Route 66
  Marathon",US,1448,283.08
2012,"Tulsa Route 66
  Marathon",US,1897,289.43
2013,"Tulsa Route 66
  Marathon",US,2021,290.21
2000,Tupelo Marathon,US,135,269.25
2001,Tupelo Marathon,US,103,269.15
2002,Tupelo Marathon,US,173,268.53
2003,Tupelo Marathon,US,214,267.85
2004,Tupelo Marathon,US,212,268.17
2005,Tupelo Marathon,US,138,261.57
2006,Tupelo Marathon,US,178,268.1
2007,Tupelo Marathon,US,227,277.04
2008,Tupelo Marathon,US,242,275.18
2009,Tupelo Marathon,US,258,266.05
2010,Tupelo Marathon,US,247,262.29
2011,Tupelo Marathon,US,225,263.38
2012,Tupelo Marathon,US,246,274.26
2013,Tupelo Marathon,US,256,280.54
2011,Tupper Lake Marathon,US,23,281.88
2013,Tupper Lake Marathon,US,18,255.8
2010,Turin Marathon,Italy,2090,227.15
2011,Turin Marathon,Italy,2674,225.44
2012,Turin Marathon,Italy,3327,226.94
2013,Turin Marathon,Italy,3462,226.5
2013,"Turkey Track Trail
  Marathon",US,60,302.13
2002,Turtle Marathon,US,24,282.9
2005,Turtle Marathon,US,10,262.96
2006,Turtle Marathon,US,22,302.84
2007,Turtle Marathon,US,33,316.7
2008,Turtle Marathon,US,23,278.16
2009,Turtle Marathon,US,23,306.06
2010,Turtle Marathon,US,39,297.54
2011,Turtle Marathon,US,47,300.51
2012,Turtle Marathon,US,38,322.78
2013,Turtle Marathon,US,29,278.03
2000,Twin Cities Marathon,US,5886,251.84
2001,Twin Cities Marathon,US,6361,255.73
2002,Twin Cities Marathon,US,4148,253.09
2003,Twin Cities Marathon,US,7089,256.4
2004,Twin Cities Marathon,US,7303,258.89
2005,Twin Cities Marathon,US,7753,264.36
2006,Twin Cities Marathon,US,8183,263.95
2007,Twin Cities Marathon,US,7154,283.24
2008,Twin Cities Marathon,US,7979,257.43
2009,Twin Cities Marathon,US,8475,255.88
2010,Twin Cities Marathon,US,8197,255.56
2011,Twin Cities Marathon,US,8534,260.24
2012,Twin Cities Marathon,US,8781,256.68
2013,Twin Cities Marathon,US,8849,257.6
2006,"Twisted Ankle Trail
  Marathon and Half",US,91,352.27
2007,"Twisted Ankle Trail
  Marathon and Half",US,92,334.77
2008,"Twisted Ankle Trail
  Marathon and Half",US,34,271.95
2009,"Twisted Ankle Trail
  Marathon and Half",US,104,337.23
2010,"Twisted Ankle Trail
  Marathon and Half",US,90,337.99
2011,"Twisted Ankle Trail
  Marathon and Half",US,122,332.76
2012,"Twisted Ankle Trail
  Marathon and Half",US,107,323.26
2013,"Twisted Ankle Trail
  Marathon and Half",US,52,354.65
2013,"Twisted Turkey
  Marathon",US,58,297.53
2005,Two Bear Marathon,US,101,268.9
2006,Two Bear Marathon,US,86,272.31
2007,Two Bear Marathon,US,115,274.22
2008,Two Bear Marathon,US,100,277.38
2009,Two Bear Marathon,US,100,272.36
2010,Two Bear Marathon,US,88,260.64
2011,Two Bear Marathon,US,89,278.83
2012,Two Bear Marathon,US,103,286.67
2013,Two Bear Marathon,US,82,289.47
2009,Two Cities Marathon,US,683,267.37
2010,Two Cities Marathon,US,744,268.57
2011,Two Cities Marathon,US,600,267.36
2012,Two Cities Marathon,US,976,266.66
2013,Two Cities Marathon,US,483,273.63
2013,"Two Rivers Marathon
  Race Festival",US,96,271.62
2010,"Two2go Lee Valley
  Trail Marathon",England,231,261.85
2011,"Two2go Lee Valley
  Trail Marathon",England,122,277.11
2000,Tybee Marathon,US,164,246.51
2001,Tybee Marathon,US,203,241.67
2002,Tybee Marathon,US,236,252.21
2003,Tybee Marathon,US,317,248.55
2004,Tybee Marathon,US,250,248.51
2005,Tybee Marathon,US,302,253
2006,Tybee Marathon,US,316,256.33
2007,Tybee Marathon,US,259,248.21
2008,Tybee Marathon,US,317,253.6
2008,"UHC North Carolina
  Marathon",US,254,265.11
2009,"UHC North Carolina
  Marathon",US,363,264.21
2010,"UHC North Carolina
  Marathon",US,302,269.51
2011,"UHC North Carolina
  Marathon",US,257,262.05
2000,"US Men Olympics
  Trials",US,156,150.15
2000,"US Womens Olympic
  Marathon Trial",US,282,174.86
2009,USA Fit Marathon,US,89,367.26
2010,USA Fit Marathon,US,192,311
2011,USA Fit Marathon,US,268,310.58
2012,USA Fit Marathon,US,167,298.5
2013,USA Fit Marathon,US,394,313.83
2005,"Umstead Trail
  Marathon",US,131,264.77
2006,"Umstead Trail
  Marathon",US,142,290.17
2007,"Umstead Trail
  Marathon",US,144,267.51
2008,"Umstead Trail
  Marathon",US,153,268.29
2009,"Umstead Trail
  Marathon",US,154,275.84
2010,"Umstead Trail
  Marathon",US,162,267.06
2011,"Umstead Trail
  Marathon",US,171,267.05
2012,"Umstead Trail
  Marathon",US,169,279.17
2013,"Umstead Trail
  Marathon",US,358,263.07
2000,"University of Okoboji
  Marathon",US,164,263.57
2001,"University of Okoboji
  Marathon",US,116,278.04
2002,"University of Okoboji
  Marathon",US,89,271.82
2003,"University of Okoboji
  Marathon",US,97,265.34
2004,"University of Okoboji
  Marathon",US,128,256.68
2005,"University of Okoboji
  Marathon",US,69,275.03
2006,"University of Okoboji
  Marathon",US,79,291.38
2007,"University of Okoboji
  Marathon",US,119,262.06
2008,"University of Okoboji
  Marathon",US,101,261.56
2009,"University of Okoboji
  Marathon",US,90,256.93
2010,"University of Okoboji
  Marathon",US,118,281.5
2011,"University of Okoboji
  Marathon",US,104,280.54
2012,"University of Okoboji
  Marathon",US,114,270.91
2013,"University of Okoboji
  Marathon",US,79,257.53
2003,"Unofficial Washington
  DC Marathon",US,358,273.9
2012,Utah Marathon,US,189,268.3
2008,Utah Valley Marathon,US,204,255.65
2009,Utah Valley Marathon,US,595,264.1
2010,Utah Valley Marathon,US,1438,257.59
2011,Utah Valley Marathon,US,1635,257.79
2012,Utah Valley Marathon,US,2044,267.19
2013,Utah Valley Marathon,US,1463,256.57
2013,VENTURA MARATHON,US,670,253.41
2001,Valentine Marathon,US,19,235.26
2002,Valentine Marathon,US,18,244.61
2003,Valentine Marathon,US,51,253.98
2004,Valentine Marathon,US,50,240.68
2005,Valentine Marathon,US,61,248.42
2006,Valentine Marathon,US,46,242.09
2007,Valentine Marathon,US,56,251.79
2008,Valentine Marathon,US,59,245.52
2011,Valentine Marathon,US,22,275.76
2003,"Valley Harvest
  Marathon",Canada,244,238.64
2004,"Valley Harvest
  Marathon",Canada,150,239.68
2005,"Valley Harvest
  Marathon",Canada,86,230.19
2006,"Valley Harvest
  Marathon",Canada,101,229.12
2007,"Valley Harvest
  Marathon",Canada,90,228.52
2008,"Valley Harvest
  Marathon",Canada,146,233.55
2009,"Valley Harvest
  Marathon",Canada,118,235.61
2010,"Valley Harvest
  Marathon",Canada,100,238.58
2011,"Valley Harvest
  Marathon",Canada,85,252.12
2012,"Valley Harvest
  Marathon",Canada,92,246
2013,"Valley Harvest
  Marathon",Canada,91,243.92
2000,"Valley of Fire
  Marathon",US,20,268.95
2001,"Valley of Fire
  Marathon",US,27,295.87
2003,"Valley of Fire
  Marathon",US,22,285.75
2004,"Valley of Fire
  Marathon",US,78,275.6
2005,"Valley of Fire
  Marathon",US,88,280.41
2006,"Valley of Fire
  Marathon",US,112,276.9
2008,"Valley of Fire
  Marathon",US,110,281.92
2009,"Valley of Fire
  Marathon",US,79,278.99
2010,"Valley of Fire
  Marathon",US,44,271.04
2011,"Valley of Fire
  Marathon",US,66,313.51
2012,"Valley of Fire
  Marathon",US,26,282.26
2001,"Valley of the Sun
  Marathon",US,679,277.52
2002,"Valley of the Sun
  Marathon",US,643,272.28
2003,"Valley of the Sun
  Marathon",US,538,278.63
2004,"Valley of the Sun
  Marathon",US,411,280.68
2005,"Valley of the Sun
  Marathon",US,301,266.62
2001,"Van Wert Reservoir
  Marathon",US,43,256.49
2002,"Van Wert Reservoir
  Marathon",US,27,247.26
2001,"Vancouver
  International Marathon",Canada,3405,258.44
2002,"Vancouver
  International Marathon",Canada,3789,262.9
2003,"Vancouver
  International Marathon",Canada,4342,264.92
2004,"Vancouver
  International Marathon",Canada,4399,262.3
2005,"Vancouver
  International Marathon",Canada,4012,256.27
2006,"Vancouver
  International Marathon",Canada,3550,256.43
2007,"Vancouver
  International Marathon",Canada,3072,252.87
2008,"Vancouver
  International Marathon",Canada,3067,255.86
2009,"Vancouver
  International Marathon",Canada,2962,257.64
2010,"Vancouver
  International Marathon",Canada,3309,257.81
2011,"Vancouver
  International Marathon",Canada,4247,261.96
2012,"Vancouver
  International Marathon",Canada,3229,261.41
2013,"Vancouver
  International Marathon",Canada,3777,269.82
2011,"Vancouver USA
  Marathon",US,798,272.29
2012,"Vancouver USA
  Marathon",US,566,279.63
2013,"Vancouver USA
  Marathon",US,631,267.59
1999,Vermont City Marathon,US,1610,255.32
2000,Vermont City Marathon,US,1788,245.57
2001,Vermont City Marathon,US,2017,250.79
2002,Vermont City Marathon,US,1864,252.41
2003,Vermont City Marathon,US,2121,252.54
2004,Vermont City Marathon,US,2268,253.03
2005,Vermont City Marathon,US,2504,259.25
2006,Vermont City Marathon,US,2493,263.82
2007,Vermont City Marathon,US,2504,250.15
2008,Vermont City Marathon,US,2378,255.13
2009,Vermont City Marathon,US,2340,252.71
2010,Vermont City Marathon,US,2737,256.5
2011,Vermont City Marathon,US,2430,261.93
2012,Vermont City Marathon,US,2425,256.58
2013,Vermont City Marathon,US,2607,252.55
2011,Vernonia Marathon,US,136,269.16
2012,Vernonia Marathon,US,108,269.38
2013,Vernonia Marathon,US,103,260.22
2009,Veterans Marathon,US,180,250.76
2010,Veterans Marathon,US,271,245.53
2011,Veterans Marathon,US,217,256.42
2012,Veterans Marathon,US,365,260.52
2013,Veterans Marathon,US,279,268.58
2013,Via Marathon,US,1358,237.1
2001,Victoria Marathon,Canada,2741,255.72
2002,Victoria Marathon,Canada,2583,250.85
2003,Victoria Marathon,Canada,2691,254.28
2004,Victoria Marathon,Canada,2236,255.81
2005,Victoria Marathon,Canada,1953,249.72
2006,Victoria Marathon,Canada,1860,251.86
2007,Victoria Marathon,Canada,1981,252.28
2008,Victoria Marathon,Canada,1872,239.35
2009,Victoria Marathon,Canada,2576,251.42
2010,Victoria Marathon,Canada,2573,255.61
2011,Victoria Marathon,Canada,1527,245.34
2012,Victoria Marathon,Canada,1619,251.6
2013,Victoria Marathon,Canada,1689,253.51
1998,Vienna Marathon,Austria,6013,225.71
1999,Vienna Marathon,Austria,5507,242.81
2000,Vienna Marathon,Austria,8491,235.6
2001,Vienna Marathon,Austria,9215,237.71
2002,Vienna Marathon,Austria,8830,232.09
2003,Vienna Marathon,Austria,7739,255.43
2004,Vienna Marathon,Austria,5941,236.69
2005,Vienna Marathon,Austria,5233,248.37
2006,Vienna Marathon,Austria,5581,235.4
2007,Vienna Marathon,Austria,5880,238.75
2008,Vienna Marathon,Austria,6251,239.68
2009,Vienna Marathon,Austria,5021,238.29
2010,Vienna Marathon,Austria,5052,235.52
2011,Vienna Marathon,Austria,5942,236.01
2012,Vienna Marathon,Austria,5892,236.52
2013,Vienna Marathon,Austria,6878,243.83
2000,"Virginia Creeper
  Marathon",US,178,261.68
2001,"Virginia Creeper
  Marathon",US,91,269.4
2002,"Virginia Creeper
  Marathon",US,97,259.83
2003,"Virginia Creeper
  Marathon",US,78,288.64
2004,"Virginia Creeper
  Marathon",US,104,272.39
2005,"Virginia Creeper
  Marathon",US,100,269.78
2006,"Virginia Creeper
  Marathon",US,115,278.56
2007,"Virginia Creeper
  Marathon",US,103,270.22
2008,"Virginia Creeper
  Marathon",US,107,286.1
2009,"Virginia Creeper
  Marathon",US,97,271.02
2010,"Virginia Creeper
  Marathon",US,95,276.94
2011,"Virginia Creeper
  Marathon",US,102,280.79
2012,"Virginia Creeper
  Marathon",US,85,277.66
2013,"Virginia Creeper
  Marathon",US,72,277.6
2000,Vulcan Marathon,US,368,245.71
2005,"Wairarapa Country
  Marathon",New Zealand,37,237.62
2006,Walk With Me Marathon,US,170,328.95
2000,Walk of Fame Marathon,US,86,269.21
2000,"Walker/North Country
  Races",US,124,264.12
2001,"Walker/North Country
  Races",US,110,267.82
2002,"Walker/North Country
  Races",US,94,258.74
2003,"Walker/North Country
  Races",US,99,278.02
2004,"Walker/North Country
  Races",US,71,273.78
2005,"Walker/North Country
  Races",US,78,287.09
