player,birthday,yrs,from,to,team
Len Fontaine,1948-02-25,1,1973,1974,DET
Alexandre Fortin,1997-02-25,0,2019,2019,CHI
Jamie Fritsch,1985-02-25,0,2009,2009,PHI
Paul Goodman,1905-02-25,1,1940,1941,CBH
Duke Harris,1942-02-25,0,1968,1968,"MNS,TOR"
Rick Hayward,1966-02-25,0,1991,1991,LAK
Anders Hedberg,1951-02-25,6,1979,1985,NYR
John Holota,1921-02-25,3,1943,1946,DET
Darrin Madeley,1968-02-25,2,1993,1995,OTT
Troy Mallette,1970-02-25,8,1990,1998,"NYR,EDM,NJD,OTT,BOS,TBL"
Frank Mario,1921-02-25,3,1942,1945,BOS
Clare Martin,1922-02-25,10,1942,1952,"BOS,DET,CBH,NYR"
Jamie McBain,1988-02-25,7,2010,2017,"CAR,BUF,LAK,ARI"
Cam Newton,1950-02-25,2,1971,1973,PIT
Joakim Nordstrom,1992-02-25,6,2014,2020,"CHI,CAR,BOS"
Andre Peloffy,1951-02-25,0,1975,1975,WSH
Alan Quine,1993-02-25,4,2016,2020,"NYI,CGY"
Jeff Schultz,1986-02-25,9,2007,2016,"WSH,LAK"
Lukas Sedlak,1993-02-25,2,2017,2019,CBJ
Brandon Smith,1973-02-25,4,1999,2003,"BOS,NYI"
John Smrke,1956-02-25,2,1978,1980,"STL,QUE"
Ted Taylor,1942-02-25,7,1965,1972,"NYR,DET,MNS,VAN"
Dominic Turgeon,1996-02-25,1,2018,2019,DET
T.J. Tynan,1992-02-25,3,2017,2020,"CBJ,COL"
Mike Vecchione,1993-02-25,0,2017,2017,PHI
Anton Volchenkov,1982-02-25,12,2003,2015,"OTT,NJD,NSH"
P.J. Axelsson,1975-02-26,11,1998,2009,BOS
Larry Bolonchuk,1952-02-26,5,1973,1978,"VAN,WSH"
Andrei Chibisov,1993-02-26,0,2020,2020,WPG
Bob Cunningham,1941-02-26,1,1961,1962,NYR
Kevin Dallman,1981-02-26,2,2006,2008,"BOS,STL,LAK"
Barry Dean,1955-02-26,2,1977,1979,"CLR,PHI"
Marc Fortier,1966-02-26,5,1988,1993,"QUE,LAK,OTT"
Brian Gibbons,1988-02-26,6,2014,2020,"PIT,CBJ,NJD,ANA,OTT,CAR"
Barclay Goodrow,1993-02-26,5,2015,2020,"SJS,TBL"
Mikael Granlund,1992-02-26,7,2013,2020,"MIN,NSH"
Mike Hoffman,1963-02-26,3,1983,1986,HAR
Martins Karsums,1986-02-26,0,2009,2009,"BOS,TBL"
Rick Knickle,1960-02-26,1,1993,1994,LAK
Darcy Loewen,1969-02-26,4,1990,1994,"BUF,OTT"
Jacob MacDonald,1993-02-26,0,2019,2019,FLA
Joe Mullen*,1957-02-26,15,1982,1997,"STL,CGY,PIT,BOS"
Marty Reasoner,1977-02-26,14,1999,2013,"STL,EDM,BOS,ATL,FLA,NYI"
Leif Rohlin,1968-02-26,1,1996,1997,VAN
Kirill Safronov,1981-02-26,1,2002,2003,"ATL,PHX"
Paxton Schafer,1976-02-26,0,1997,1997,BOS
Jarrod Skalde,1971-02-26,11,1991,2002,"NJD,MDA,CGY,CHI,DAL,SJS,ATL,PHI"
Jacob Trouba,1994-02-26,6,2014,2020,"WPG,NYR"
Denis Tsygurov,1971-02-26,2,1994,1996,"BUF,LAK"
Mike Wilson,1975-02-26,7,1996,2003,"BUF,FLA,PIT,NYR"
Ralph Wycherley,1920-02-26,1,1941,1942,"NYA,BRO"
Adam Almqvist,1991-02-27,0,2014,2014,DET
Joe Benoit,1916-02-27,6,1941,1947,MTL
Andy Blair,1908-02-27,8,1929,1937,"TOR,CBH"
Jerry Butler,1951-02-27,10,1973,1983,"NYR,STL,TOR,VAN,WIN"
Casey Cizikas,1991-02-27,8,2012,2020,NYI
Braydon Coburn,1985-02-27,14,2006,2020,"ATL,PHI,TBL"
John Curry,1984-02-27,6,2009,2015,"PIT,MIN"
John Davidson,1953-02-27,9,1974,1983,"STL,NYR"
Ab DeMarco,1949-02-27,9,1970,1979,"NYR,STL,PIT,VAN,LAK,BOS"
Dallas Eakins,1967-02-27,9,1993,2002,"WIN,FLA,STL,NYR,PHX,TOR,NYI,CGY"
Lee Fogolin,1926-02-27,7,1949,1956,"DET,CBH"
Matthew Highmore,1996-02-27,2,2018,2020,CHI
Dustin Jeffrey,1988-02-27,7,2009,2016,"PIT,DAL,ARI"
Mike Kaszycki,1956-02-27,5,1978,1983,"NYI,TOR,WSH"
Greg Koehler,1975-02-27,0,2001,2001,CAR
Robert Kron,1967-02-27,11,1991,2002,"VAN,HAR,CAR,CBJ"
Marc Lamothe,1974-02-27,4,2000,2004,"CHI,DET"
Mike Matheson,1994-02-27,4,2016,2020,FLA
Jaroslav Modry,1971-02-27,14,1994,2008,"NJD,LAK,OTT,ATL,DAL,PHI"
Dean Morton,1968-02-27,0,1990,1990,DET
Jimmy Orlando,1916-02-27,6,1937,1943,DET
Paul Raymond,1913-02-27,6,1933,1939,MTL
Philippe Sauve,1980-02-27,3,2004,2007,"COL,CGY,PHX,BOS"
Mike Sullivan,1968-02-27,10,1992,2002,"SJS,CGY,BOS,PHX"
Brian Wilks,1966-02-27,4,1985,1989,LAK
J.T. Wyman,1986-02-27,3,2010,2013,"MTL,TBL"
Clint Albright,1926-02-28,0,1949,1949,NYR
Matt Carey,1992-02-28,0,2014,2014,CHI
Oscar Dansk,1994-02-28,2,2018,2020,VEG
Jeff Daw,1972-02-28,0,2002,2002,COL
Jean-Paul Denis,1924-02-28,3,1947,1950,NYR
Gary Dillon,1959-02-28,0,1981,1981,CLR
Rhett Gardner,1996-02-28,0,2020,2020,DAL
Jeff Greenlaw,1968-02-28,7,1987,1994,"WSH,FLA"
Henrik Haapala,1994-02-28,0,2018,2018,FLA
Jay Johnston,1958-02-28,1,1981,1982,WSH
Ronalds Kenins,1991-02-28,1,2015,2016,VAN
Stephan Lebeau,1968-02-28,6,1989,1995,"MTL,MDA"
Eric Lindros*,1973-02-28,14,1993,2007,"PHI,NYR,TOR,DAL"
Wilf Loughlin,1896-02-28,0,1924,1924,TRS
Danny Lucas,1958-02-28,0,1979,1979,PHI
Mikko Makela,1965-02-28,9,1986,1995,"NYI,LAK,BUF,BOS"
Joe Malone*,1890-02-28,6,1918,1924,"MTL,QBC,HAM"
Jack McDonald,1887-02-28,4,1918,1922,"MTL,MTW,QBC,TRS"
Shawn McEachern,1969-02-28,14,1992,2006,"PIT,LAK,BOS,OTT,ATL"
Ryan McGill,1969-02-28,3,1992,1995,"CHI,PHI,EDM"
Dale McTavish,1972-02-28,0,1997,1997,CGY
Andreas Nodl,1987-02-28,4,2009,2013,"PHI,CAR"
Mark Pavelich,1958-02-28,10,1982,1992,"NYR,MNS,SJS"
Poul Popiel,1943-02-28,14,1966,1980,"BOS,LAK,DET,VAN,EDM"
Brett Seney,1996-02-28,1,2019,2020,NJD
Givani Smith,1998-02-28,0,2020,2020,DET
Mike Stutzel,1979-02-28,0,2004,2004,PHX
Ryan VandenBussche,1973-02-28,9,1997,2006,"NYR,CHI,PIT"
Jakub Vrana,1996-02-28,3,2017,2020,WSH
Barry Wilkins,1947-02-28,9,1967,1976,"BOS,VAN,PIT"
Jordan Willis,1975-02-28,0,1996,1996,DAL
Lyndon Byers,1964-02-29,9,1984,1993,"BOS,SJS"
Dan Daoust,1960-02-29,7,1983,1990,"MTL,TOR"
Jim Dobson,1960-02-29,4,1980,1984,"MNS,CLR,QUE"
Kari Eloranta,1956-02-29,5,1982,1987,"CGY,STL"
Simon Gagne,1980-02-29,15,2000,2015,"PHI,TBL,LAK,BOS"
Henri Richard*,1936-02-29,19,1956,1975,MTL
Bobby Sanguinetti,1988-02-29,3,2010,2013,"NYR,CAR"
Cam Ward,1984-02-29,13,2006,2019,"CAR,CHI"
Darryl Williams,1968-02-29,0,1993,1993,LAK
Max Bentley*,1920-03-01,13,1941,1954,"CBH,TOR,NYR"
Claude Boivin,1970-03-01,3,1992,1995,"PHI,OTT"
Pat Boutette,1952-03-01,9,1976,1985,"TOR,HAR,PIT"
Jim Brown,1960-03-01,0,1983,1983,LAK
Jeff Brownschidle,1959-03-01,1,1982,1983,HAR
Mike Buchanan,1932-03-01,0,1952,1952,CBH
Billy Coutu,1892-03-01,9,1918,1927,"MTL,HAM,BOS"
Roland Eriksson,1954-03-01,2,1977,1979,"MNS,VAN"
Ron Francis*,1963-03-01,22,1982,2004,"HAR,PIT,CAR,TOR"
Michel Galarneau,1961-03-01,2,1981,1983,HAR
Jocelyn Guevremont,1951-03-01,8,1972,1980,"VAN,BUF,NYR"
Marc Habscheid,1963-03-01,10,1982,1992,"EDM,MNS,DET,CGY"
Paul Haynes,1910-03-01,10,1931,1941,"MTM,BOS,MTL"
Riku Helenius,1988-03-01,0,2009,2009,TBL
Bert Hirschfeld,1929-03-01,1,1950,1951,MTL
Bud Holloway,1988-03-01,0,2016,2016,MTL
Tony Joseph,1969-03-01,0,1989,1989,WIN
Jeff Lank,1975-03-01,0,2000,2000,PHI
Jeff Libby,1974-03-01,0,1998,1998,NYI
Kent McDonell,1979-03-01,1,2003,2004,CBJ
Jason Miller,1971-03-01,2,1991,1993,NJD
Richard Mulhern,1955-03-01,5,1976,1981,"ATF,LAK,TOR,WIN"
Marcus Nilson,1978-03-01,9,1999,2008,"FLA,CGY"
Jeff Paul,1978-03-01,0,2003,2003,COL
Victor Rask,1993-03-01,5,2015,2020,"CAR,MIN"
Matt Roy,1995-03-01,1,2019,2020,LAK
Chris Schmidt,1976-03-01,0,2003,2003,LAK
Gilles Senn,1996-03-01,0,2020,2020,NJD
Scott Sharples,1968-03-01,0,1992,1992,CGY
Allan Stanley*,1926-03-01,20,1949,1969,"NYR,CBH,BOS,TOR,PHI"
Alex Steen,1984-03-01,14,2006,2020,"TOR,STL"
Brian Sutherby,1982-03-01,9,2002,2011,"WSH,ANA,DAL"
Magnus Svensson,1963-03-01,1,1995,1996,FLA
Claude Vilgrain,1963-03-01,6,1988,1994,"VAN,NJD,PHI"
Anton Wedin,1993-03-01,0,2020,2020,CHI
Brad Winchester,1981-03-01,6,2006,2012,"EDM,DAL,STL,ANA,SJS"
Art Alexandre,1909-03-02,1,1932,1933,MTL
Peter Andersson,1962-03-02,2,1984,1986,"WSH,QUE"
Roman Cechmanek,1971-03-02,3,2001,2004,"PHI,LAK"
Charlie Coyle,1992-03-02,7,2013,2020,"MIN,BOS"
Max Domi,1995-03-02,4,2016,2020,"ARI,MTL"
Dan Dorion,1963-03-02,2,1986,1988,NJD
Clarence Drouillard,1914-03-02,0,1938,1938,DET
Herb Drury,1895-03-02,5,1926,1931,"PTP,PHQ"
Jonathan Ericsson,1984-03-02,12,2008,2020,DET
Brian Fahey,1981-03-02,0,2011,2011,WSH
Fern Headley,1901-03-02,0,1925,1925,"BOS,MTL"
Ville Heinola,2001-03-02,0,2020,2020,WPG
Michael Hutchinson,1990-03-02,6,2014,2020,"WPG,FLA,TOR,COL"
Eddie Johnstone,1954-03-02,11,1976,1987,"NYR,DET"
Jacob Josefson,1991-03-02,7,2011,2018,"NJD,BUF"
Tomas Kaberle,1978-03-02,14,1999,2013,"TOR,BOS,CAR,MTL"
Stan Kemp,1924-03-02,0,1949,1949,TOR
Morgan Klimchuk,1995-03-02,0,2018,2018,CGY
Claude Larose,1942-03-02,15,1963,1978,"MTL,MNS,STL"
Henrik Lundqvist,1982-03-02,14,2006,2020,NYR
Joel Lundqvist,1982-03-02,2,2007,2009,DAL
Jay McClement,1983-03-02,11,2006,2017,"STL,COL,TOR,CAR"
Joby Messier,1970-03-02,2,1993,1995,NYR
Alexander Nylander,1998-03-02,3,2017,2020,"BUF,CHI"
Bill Quackenbush*,1922-03-02,13,1943,1956,"DET,BOS"
Ryan Shannon,1983-03-02,5,2007,2012,"ANA,VAN,OTT,TBL"
Raimo Summanen,1962-03-02,4,1984,1988,"EDM,VAN"
Darren Turcotte,1968-03-02,11,1989,2000,"NYR,HAR,SJS,WIN,STL,NSH"
Ken Ellacott,1959-03-03,0,1983,1983,VAN
Brett Festerling,1986-03-03,3,2009,2012,"ANA,WPG"
Jean-Marc Gaulin,1962-03-03,3,1983,1986,QUE
Jack Gordon,1928-03-03,2,1949,1951,NYR
Steve Hrymnak,1926-03-03,0,1952,1952,CBH
Joey Johnston,1949-03-03,7,1969,1976,"MNS,CGS,CBH"
Stephen Kraftcheck,1929-03-03,8,1951,1959,"BOS,NYR,TOR"
Bob Kudelski,1964-03-03,8,1988,1996,"LAK,OTT,FLA"
Brian Leetch*,1968-03-03,18,1988,2006,"NYR,TOR,BOS"
Doug Lewis,1921-03-03,0,1947,1947,MTL
Norm Mann,1914-03-03,2,1939,1941,TOR
Ross McKay,1964-03-03,0,1991,1991,HAR
Kelly Miller,1963-03-03,14,1985,1999,"NYR,WSH"
Zdenek Nedved,1975-03-03,2,1995,1997,TOR
Wes O'Neill,1986-03-03,1,2009,2010,COL
Colton Orr,1982-03-03,11,2004,2015,"BOS,NYR,TOR"
Alexander Petrovic,1992-03-03,6,2013,2019,"FLA,EDM"
Martin Prochazka,1972-03-03,2,1998,2000,"TOR,ATL"
Stephane Robidas,1977-03-03,15,2000,2015,"MTL,DAL,CHI,ANA,TOR"
Al Secord,1958-03-03,11,1979,1990,"BOS,CBH,CHI,TOR,PHI"
Alexander Semin,1984-03-03,12,2004,2016,"WSH,CAR,MTL"
Joey Tetarenko,1978-03-03,3,2001,2004,"FLA,OTT,CAR"
Mickey Volcan,1962-03-03,3,1981,1984,"HAR,CGY"
Richard Zemlak,1963-03-03,5,1987,1992,"QUE,MNS,PIT,CGY"
Andrei Zubarev,1987-03-03,0,2011,2011,ATL
Antti Aalto,1975-03-04,3,1998,2001,MDA
Ray Allison,1959-03-04,7,1980,1987,"HAR,PHI"
Frank Bennett,1922-03-04,0,1944,1944,DET
Pierre Dagenais,1978-03-04,5,2001,2006,"NJD,FLA,MTL"
Jarrett Deuling,1974-03-04,1,1996,1997,NYI
Jake Dowell,1985-03-04,6,2008,2014,"CHI,DAL,MIN"
Derek Forbort,1992-03-04,4,2016,2020,"LAK,CGY"
Jocelyn Gauvreau,1964-03-04,0,1984,1984,MTL
Virgil Johnson,1912-03-04,7,1938,1945,CBH
Mikko Jokela,1980-03-04,0,2003,2003,VAN
Gord Kluzak,1964-03-04,8,1983,1991,BOS
Ladislav Kohn,1975-03-04,7,1996,2003,"CGY,TOR,MDA,ATL,DET"
Tord Lundstrom,1945-03-04,0,1974,1974,DET
John Morrison,1895-03-04,0,1926,1926,NYA
Valeri Nichushkin,1995-03-04,6,2014,2020,"DAL,COL"
Adam Payerl,1991-03-04,0,2014,2014,PIT
Jean-Marc Pelletier,1978-03-04,5,1999,2004,"PHI,PHX"
Joel Persson,1994-03-04,0,2020,2020,EDM
Tony Poeta,1933-03-04,0,1952,1952,CBH
Libor Sulak,1994-03-04,0,2019,2019,DET
Gilles Thibaudeau,1963-03-04,4,1987,1991,"MTL,NYI,TOR"
Sergei Zinovjev,1980-03-04,0,2004,2004,BOS
Dale Anderson,1932-03-05,0,1957,1957,DET
Bryan Berard,1977-03-05,11,1997,2008,"NYI,TOR,NYR,BOS,CHI,CBJ"
Logan Brown,1998-03-05,2,2018,2020,OTT
Matt DelGuidice,1967-03-05,1,1991,1992,BOS
Tim Friday,1961-03-05,0,1986,1986,DET
Paul Gardner,1956-03-05,9,1977,1986,"CLR,TOR,PIT,WSH,BUF"
Bob Halkidis,1966-03-05,10,1986,1996,"BUF,LAK,TOR,DET,TBL,NYI"
Pat Hannigan,1936-03-05,9,1960,1969,"TOR,NYR,PHI"
Barret Jackman,1981-03-05,14,2002,2016,"STL,NSH"
Paul Martin,1981-03-05,14,2004,2018,"NJD,PIT,SJS"
Michel Ouellet,1982-03-05,3,2006,2009,"PIT,TBL,VAN"
Harry Pidhirny,1928-03-05,0,1958,1958,BOS
Shjon Podein,1968-03-05,10,1993,2003,"EDM,PHI,COL,STL"
Bob Richer,1951-03-05,0,1973,1973,BUF
Milt Schmidt*,1918-03-05,18,1937,1955,BOS
Anatoli Semenov,1962-03-05,6,1991,1997,"EDM,TBL,VAN,MDA,PHI,BUF"
Bill Thoms,1910-03-05,12,1933,1945,"TOR,CBH,BOS"
Ken Yackel,1932-03-05,0,1959,1959,BOS
Andy Aitkenhead,1904-03-06,2,1933,1935,NYR
Peter Allen,1970-03-06,0,1996,1996,PIT
Anthony Angello,1996-03-06,0,2020,2020,PIT
Fred Arthur,1961-03-06,2,1981,1983,"HAR,PHI"
Pierre-Edouard Bellemare,1985-03-06,5,2015,2020,"PHI,VEG,COL"
Mario Bliznak,1987-03-06,1,2010,2011,VAN
Buzz Boll,1911-03-06,10,1934,1944,"TOR,NYA,BRO,BOS"
Dan Bourbonnais,1962-03-06,2,1982,1984,HAR
Louis Domingue,1992-03-06,5,2015,2020,"ARI,TBL,NJD,VAN"
Paul Gauthier,1915-03-06,0,1938,1938,MTL
Pete Goegan,1934-03-06,10,1958,1968,"DET,NYR,MNS"
Kevin Gravel,1992-03-06,4,2016,2020,"LAK,EDM,TOR"
Nicklas Jensen,1993-03-06,4,2013,2017,"VAN,NYR"
Patrick Labrecque,1971-03-06,0,1996,1996,MTL
Sam Lafferty,1995-03-06,0,2020,2020,PIT
Joe Matte,1893-03-06,6,1920,1926,"TRS,HAM,BOS,MTL"
Darrell May,1962-03-06,2,1986,1988,STL
Chris Mueller,1986-03-06,4,2011,2015,"NSH,DAL,NYR"
Rhett Rakhshani,1988-03-06,1,2011,2012,NYI
George Redding,1903-03-06,1,1925,1926,BOS
Allan Rourke,1980-03-06,4,2004,2008,"CAR,NYI,EDM"
Bill Shill,1923-03-06,4,1943,1947,BOS
Reg Sinclair,1925-03-06,2,1951,1953,"NYR,DET"
Chris Taylor,1972-03-06,9,1995,2004,"NYI,BOS,BUF"
Lubomir Vaic,1977-03-06,2,1998,2000,VAN
Vic Venasky,1951-03-06,6,1973,1979,LAK
Steve Wagner,1984-03-06,1,2008,2009,STL
Eric Wellwood,1990-03-06,2,2011,2013,PHI
Daniel Winnik,1985-03-06,10,2008,2018,"PHX,COL,SJS,ANA,PIT,TOR,WSH,MIN"
Gary Aldcorn,1935-03-07,4,1957,1961,"TOR,DET,BOS"
Jack Arbour,1899-03-07,2,1927,1929,"DTC,TOR"
Maxim Balmochnykh,1979-03-07,0,2000,2000,MDA
Niclas Bergfors,1987-03-07,4,2008,2012,"NJD,ATL,FLA,NSH"
Alex Broadhurst,1993-03-07,0,2018,2018,CBJ
Greg Brown,1968-03-07,4,1991,1995,"BUF,PIT,WIN"
Morley Bruce,1894-03-07,4,1918,1922,OTS
Terry Carkner,1966-03-07,12,1987,1999,"NYR,QUE,PHI,DET,FLA"
Danny DeKeyser,1990-03-07,7,2013,2020,DET
Mike Eagles,1963-03-07,17,1983,2000,"QUE,CHI,WIN,WSH"
Bryan Erickson,1960-03-07,10,1984,1994,"WSH,LAK,PIT,WIN"
Eric Godard,1980-03-07,8,2003,2011,"NYI,CGY,PIT"
Matt Hackett,1990-03-07,3,2012,2015,"MIN,BUF"
Greg Hotham,1956-03-07,5,1980,1985,"TOR,PIT"
Frank King,1929-03-07,0,1951,1951,MTL
Tomas Kloucek,1980-03-07,5,2001,2006,"NYR,NSH,ATL"
Mark Kumpel,1961-03-07,6,1985,1991,"QUE,DET,WIN"
Ron Loustel,1962-03-07,0,1981,1981,WIN
Aaron MacKenzie,1981-03-07,0,2009,2009,COL
Billy MacMillan,1943-03-07,6,1971,1977,"TOR,ATF,NYI"
Bernie MacNeil,1950-03-07,0,1974,1974,STL
Tom Manastersky,1929-03-07,0,1951,1951,MTL
Michael McCarron,1995-03-07,2,2016,2018,MTL
Jack McIlhargey,1952-03-07,7,1975,1982,"PHI,VAN,HAR"
Sean McKenna,1962-03-07,8,1982,1990,"BUF,LAK,TOR"
Alex Ritson,1922-03-07,0,1945,1945,NYR
Rasmus Sandin,2000-03-07,0,2020,2020,TOR
Steven Santini,1995-03-07,4,2016,2020,"NJD,NSH"
Geoff Smith,1969-03-07,9,1990,1999,"EDM,FLA,NYR"
Dylan Strome,1997-03-07,3,2017,2020,"ARI,CHI"
Don Ashby,1955-03-08,5,1976,1981,"TOR,CLR,EDM"
Bob Boughner,1971-03-08,10,1996,2006,"BUF,NSH,PIT,CGY,CAR,COL"
Drayson Bowman,1989-03-08,5,2010,2015,"CAR,MTL"
Jake Chelios,1991-03-08,0,2019,2019,DET
Chris Clark,1976-03-08,11,2000,2011,"CGY,WSH,CBJ"
Erik Ersberg,1982-03-08,2,2008,2010,LAK
Brent Fedyk,1967-03-08,11,1988,1999,"DET,PHI,DAL,NYR"
Steven Halko,1974-03-08,5,1998,2003,CAR
Greg Hickey,1955-03-08,0,1978,1978,NYR
Sergei Klimovich,1974-03-08,0,1997,1997,CHI
Brandon Kozun,1990-03-08,0,2015,2015,TOR
Mike Lalor,1963-03-08,11,1986,1997,"MTL,STL,WSH,WIN,DAL,SJS"
Greg Malone,1956-03-08,10,1977,1987,"PIT,HAR,QUE"
Larry Murphy*,1961-03-08,20,1981,2001,"LAK,WSH,MNS,PIT,TOR,DET"
Rob Pearson,1971-03-08,5,1992,1997,"TOR,WSH,STL"
Tracy Pratt,1943-03-08,9,1968,1977,"OAK,PIT,BUF,VAN,CLR,TOR"
Mike Rowe,1965-03-08,2,1985,1987,PIT
John Taft,1954-03-08,0,1979,1979,DET
Colten Teubert,1990-03-08,0,2012,2012,EDM
Ed Zeniuk,1933-03-08,0,1955,1955,DET
Rob Zettler,1968-03-08,13,1989,2002,"MNS,SJS,PHI,TOR,NSH,WSH"
Bryan Bickell,1986-03-09,10,2007,2017,"CHI,CAR"
Damien Brunner,1986-03-09,2,2013,2015,"DET,NJD"
Brent Burns,1985-03-09,16,2004,2020,"MIN,SJS"
Daniel Catenacci,1993-03-09,2,2016,2018,"BUF,NYR"
Radek Dvorak,1977-03-09,18,1996,2014,"FLA,NYR,EDM,STL,ATL,DAL,ANA,CAR"
Ryan Dzingel,1992-03-09,4,2016,2020,"OTT,CBJ,CAR"
Yan Golubovsky,1976-03-09,3,1998,2001,"DET,FLA"
Colin Greening,1986-03-09,5,2011,2016,"OTT,TOR"
Bill Holmes,1899-03-09,4,1926,1930,"MTL,NYA"
Phil Housley*,1964-03-09,20,1983,2003,"BUF,WIN,STL,CGY,NJD,WSH,CHI,TOR"
Paul Jacobs,1894-03-09,0,1919,1919,TRA
Jim Krulicki,1948-03-09,0,1971,1971,"DET,NYR"
Gary Kurt,1947-03-09,0,1972,1972,CGS
Mackenzie MacEachern,1994-03-09,1,2019,2020,STL
Paul MacLean,1958-03-09,10,1981,1991,"STL,WIN,DET"
Gary Marsh,1946-03-09,1,1968,1969,"DET,TOR"
Eddie Ouellette,1911-03-09,0,1936,1936,CBH
Chris Phillips,1978-03-09,17,1998,2015,OTT
Brandon Reid,1981-03-09,4,2003,2007,VAN
Morgan Rielly,1994-03-09,6,2014,2020,TOR
Miikka Salomaki,1993-03-09,5,2015,2020,NSH
Riley Stillman,1998-03-09,1,2019,2020,FLA
Dominic Toninato,1994-03-09,2,2018,2020,"COL,FLA"
Perry Turnbull,1959-03-09,8,1980,1988,"STL,MTL,WIN"
Stefan Bergkvist,1975-03-10,1,1996,1997,PIT
Cam Botting,1954-03-10,0,1976,1976,ATF
Tim Brent,1984-03-10,6,2007,2013,"ANA,PIT,CHI,TOR,CAR"
Martin Brochu,1973-03-10,5,1999,2004,"WSH,VAN,PIT"
Mike Bullard,1961-03-10,11,1981,1992,"PIT,CGY,PHI,STL,TOR"
Christian Hanson,1986-03-10,2,2009,2011,TOR
Scott Harrington,1993-03-10,5,2015,2020,"PIT,TOR,CBJ"
Stu Kulak,1963-03-10,6,1983,1989,"VAN,EDM,NYR,QUE,WIN"
Shawn Lalonde,1990-03-10,0,2013,2013,CHI
Doug Lecuyer,1958-03-10,4,1979,1983,"CBH,WIN,PIT"
John Markell,1956-03-10,5,1980,1985,"WIN,STL,MNS"
Kevin Marshall,1989-03-10,0,2012,2012,PHI
Simon Moser,1989-03-10,0,2014,2014,NSH
Tyler Motte,1995-03-10,3,2017,2020,"CHI,CBJ,VAN"
Stephen Peat,1980-03-10,4,2002,2006,WSH
Tuukka Rask,1987-03-10,12,2008,2020,BOS
Sergei Shirokov,1986-03-10,1,2010,2011,VAN
Andy Sutton,1975-03-10,13,1999,2012,"SJS,MIN,ATL,NYI,OTT,ANA,EDM"
Stephen Tepper,1969-03-10,0,1993,1993,CHI
Jesse Wallin,1978-03-10,3,2000,2003,DET
Ken Baumgartner,1966-03-11,11,1988,1999,"LAK,NYI,TOR,MDA,BOS"
Sergei Bautin,1967-03-11,3,1993,1996,"WIN,DET,SJS"
Paul Bissonnette,1985-03-11,5,2009,2014,"PIT,PHX"
Gord Byers,1930-03-11,0,1950,1950,BOS
Sprague Cleghorn*,1890-03-11,9,1919,1928,"OTS,TRS,MTL,BOS"
Dave Downie,1909-03-11,0,1933,1933,TOR
Nils Ekman,1976-03-11,7,2000,2007,"TBL,SJS,PIT"
Bill Ezinicki,1924-03-11,10,1945,1955,"TOR,BOS,NYR"
Ray Fortin,1941-03-11,2,1968,1970,STL
Conor Garland,1996-03-11,1,2019,2020,ARI
Tom Gorence,1957-03-11,5,1979,1984,"PHI,EDM"
Marc-Andre Gragnani,1987-03-11,8,2008,2016,"BUF,VAN,CAR,NJD"
Michal Handzus,1977-03-11,15,1999,2014,"STL,PHX,PHI,CHI,LAK,SJS"
Raimo Helminen,1964-03-11,3,1986,1989,"NYR,MNS,NYI"
Bill Houlder,1967-03-11,15,1988,2003,"WSH,BUF,MDA,STL,TBL,SJS,NSH"
Travis Konecny,1997-03-11,3,2017,2020,PHI
Lukas Krajicek,1983-03-11,8,2002,2010,"FLA,VAN,TBL,PHI"
Daniel Lacroix,1969-03-11,6,1994,2000,"NYR,BOS,PHI,EDM,NYI"
Kirby Law,1977-03-11,3,2001,2004,PHI
Bill Lecaine,1940-03-11,0,1969,1969,PIT
Larry Lozinski,1958-03-11,0,1981,1981,DET
Mark Morrison,1963-03-11,2,1982,1984,NYR
Tyson Nash,1975-03-11,7,1999,2006,"STL,PHX"
Jim Niekamp,1946-03-11,1,1971,1972,DET
Bob Plager,1943-03-11,13,1965,1978,"NYR,STL"
Earl Robinson,1907-03-11,11,1929,1940,"MTM,CBH,MTL"
Martin Rucinsky,1971-03-11,16,1992,2008,"EDM,QUE,COL,MTL,DAL,NYR,STL,VAN"
Christian Berglund,1980-03-12,2,2002,2004,"NJD,FLA"
Russ Blinco,1908-03-12,5,1934,1939,"MTM,CBH"
Evgenii Dadonov,1989-03-12,10,2010,2020,FLA
Jonathan Davidsson,1997-03-12,0,2020,2020,OTT
Roy Edwards,1937-03-12,6,1968,1974,"DET,PIT"
Byron Froese,1991-03-12,2,2016,2018,"TOR,TBL,MTL"
Mark Fusco,1961-03-12,1,1984,1985,HAR
Ed Gilbert,1952-03-12,2,1975,1977,"KCS,PIT"
Rich Healey,1938-03-12,0,1961,1961,DET
Bronco Horvath,1930-03-12,12,1956,1968,"NYR,MTL,BOS,CBH,TOR,MNS"
Brent Johnson,1977-03-12,13,1999,2012,"STL,PHX,WSH,PIT"
Bingo Kampman,1914-03-12,4,1938,1942,TOR
Mikko Koivu,1983-03-12,14,2006,2020,MIN
Dmitry Korobov,1989-03-12,0,2014,2014,TBL
Tyler Larter,1968-03-12,0,1990,1990,WSH
Danny Lewicki,1931-03-12,8,1951,1959,"TOR,NYR,CBH"
Bill McKenzie,1949-03-12,6,1974,1980,"DET,KCS,CLR"
Douglas Murray,1980-03-12,8,2006,2014,"SJS,PIT,MTL"
Cam Plante,1964-03-12,0,1985,1985,TOR
Kevin Porter,1986-03-12,8,2009,2017,"PHX,COL,BUF,PIT"
